region,child_mortality,new_born,crime,disable,morbidity,poverty_percent,welfare_expense_share,per_capita,real_income,formal_wage_paid,real_pay,poor_children,poor_pensioners,poor_employable,Living_Area_Per_Member,Poor_Condition,grp,self-produced_good,retail,drugs,alcoholism,workers,population,pension_for_old,social_pension,number_of_children,number_of_pensioners,number_able_bodied,without_work,housing_amenities,Cluster
Саратовская область,4.477424196579479,8.270658174639262,7.115760643302221,54.89994995344544,8038.751,15.525,27.825,26.93634473162608,100.75,27.66867252578194,105.7,39.425,5.6,55.0,17.8,3.4666666666666663,325738.725,436.58481059435314,38.77559444164081,5.28,46.3,77.04,2489931.4,53.15903468748283,56.72678384606898,16.7,27.6,55.7,6.12,56.342000000000006,1
Сахалинская область,3.8445811981546014,12.237427129443828,12.724747324656104,45.42788526362543,9198.692,8.4,15.35,68.22229867769249,101.975,77.86085755852147,105.85,38.075,7.6,54.3,17.2,1.6,2145567.25,3902.948708367787,79.77298960571697,19.440000000000005,108.88,99.2,474810.2,75.37866710644458,78.48001367456713,19.62,23.18,57.2,2.24,51.20399999999999,0
Свердловская область,4.53538748778408,10.99183922002226,9.5041510831588,63.399708271675344,7269.748,9.3,23.325,45.18711123154539,98.35,37.54786709252353,103.95000000000002,42.825,4.7,52.425,15.8,3.033333333333333,564467.95,1089.6441821675687,65.6152321724017,14.54,42.64,85.38,4313708.0,60.25565755959907,63.71620908995028,19.56,25.58,54.86,7.88,70.398,1
Севастополь,3.826203173043723,8.852062223616985,4.4189687781391935,40.23936233271698,6199.866,11.075,13.474999999999998,35.67824967041265,102.4,31.15619184581242,106.175,41.475,4.975,53.5,13.7,2.1,278202.025,105.75919598443215,38.2991959454778,15.839999999999998,44.96,75.1,498380.0,56.4268044637458,60.26022895201658,17.16,26.5,56.34,1.6800000000000002,56.948,1
Северная Осетия,4.916850996326177,12.31476230392462,5.5435160481680175,91.90761179623486,6791.093000000001,14.025,24.8,28.75432726121282,98.6,26.493345787337525,104.375,34.7,9.4,55.925,16.4,3.2000000000000006,240766.825,92.82367078673178,41.64160189792837,7.56,38.32,70.12,697354.4,53.59500119106519,57.21618302583742,21.12,23.1,55.78,13.0,95.96399999999998,2
Смоленская область,5.766020404881276,7.837674110620523,8.986388471258032,81.92542896503193,8164.403,16.299999999999997,25.925,32.33274773855882,100.15,28.684183494303728,103.525,34.724999999999994,10.2,55.075,19.4,2.3000000000000003,360253.65,590.3483499903432,45.79607196049651,7.62,67.64,80.36000000000001,923518.6,55.12381580635113,56.91335440283481,15.62,28.380000000000003,56.0,6.4,56.706,1
Ставропольский край,6.235164862063355,10.0506301107301,5.513650589739656,74.21219000277938,6286.176,14.0,28.85,28.671816247058075,99.425,29.006442797182082,104.175,39.1,4.475,56.4,19.0,2.966666666666667,286653.275,270.5695236630903,46.51074341260532,4.0200000000000005,25.48,78.58000000000001,2888956.8,53.13880490352372,58.47174589550838,18.78,24.34,56.88,7.419999999999999,80.208,1
Тамбовская область,3.4054560853741167,7.771585895785364,9.065254880369412,108.7582294820448,7766.531999999999,10.425,23.050000000000004,33.16546959727927,97.05,26.438401651190734,103.9,34.85,5.55,59.6,19.7,2.4,345406.175,360.10719368120425,49.814329889865704,6.1,40.82000000000001,83.62,1017380.2,52.58651714217654,55.31386647173135,15.06,30.54,54.4,3.3,70.45,1
Тверская область,4.579437157218633,8.626803632674811,7.745079325951911,77.44774468222924,9336.798,11.925,22.700000000000003,31.777396853620587,99.475,30.640194741129505,105.0,37.475,7.375000000000001,55.1,17.5,2.533333333333333,367555.9,653.37652449692,47.62078384873967,8.16,44.48,86.58,1268232.2,56.79072068605354,56.218230574052996,16.8,29.3,53.9,4.54,49.87,1
Томская область,4.603914327614372,10.121809662018606,11.75510104767198,53.15564144587112,7430.663,14.675,22.5,33.86635651456426,98.55,41.488794979539286,103.875,40.225,4.5,55.3,16.9,2.066666666666667,544480.75,756.3498460194039,39.409580351645474,8.959999999999999,37.34,79.34,1072807.0,62.892639217195324,68.4260548995077,19.040000000000003,22.82,58.14,8.58,53.186,1
Тульская область,5.702885523038736,7.601615630966217,5.404567074074687,97.06019468464636,7862.184,10.075,24.175,34.21497316108525,97.925,34.719677406254554,104.775,39.925,3.6000000000000005,56.475,16.6,1.2,448943.1,1051.8235941976577,50.7434912270443,10.2,66.84,88.3,1523949.8,60.117933776776056,56.297271511682176,14.94,30.36,54.7,3.5200000000000005,73.22200000000001,1
Тюменская область,4.061308859609721,12.926179552884586,4.389977096690084,25.05616933442294,0.0,12.1,20.25,57.471204873934745,101.925,67.8008251175924,103.85,44.45,4.975,50.55,18.1,3.9666666666666655,2160744.7,4274.791538312354,64.45860836603914,12.933333333333332,55.96666666666667,99.78,3736532.0,74.5699888223114,72.76385065142097,22.62,17.639999999999997,59.74,4.8,74.59200000000001,0
Удмуртская Республика,4.447800180882472,10.507126425247822,12.65594820432559,70.55486663573997,9987.828,12.175,21.975,29.940537265444934,98.65,31.350407422713904,104.95,42.975,6.275,50.775000000000006,14.8,2.833333333333333,443020.1,851.8508192596096,39.35061406021735,8.68,49.82,84.4,1480227.4,57.17325417330914,62.5994527748582,20.5,24.8,54.7,4.86,55.864,1
Ульяновская область,4.650986150065265,9.07897913020186,7.751285967391408,91.11861160582218,8975.181999999999,15.175,26.425,28.732405515754735,97.775,28.13808655851431,103.6,35.575,4.9,59.525000000000006,17.9,3.1333333333333333,327954.675,525.2524105773991,39.57768342079181,15.9,77.9,82.84,1228164.0,54.226082495006686,55.62772688204111,16.54,28.86,54.6,5.180000000000001,63.65,1
Хабаровский край,4.738226226236783,11.035381033264397,11.320364424796724,51.52107058383139,7404.379,12.225,23.125,48.52652378966085,99.05,46.0919191508981,103.325,37.525,8.025,54.475,15.4,3.633333333333333,591627.7,673.8412078847041,64.71977989848953,19.12,135.6,88.34,1314980.0,66.76598317849486,66.83638647139192,18.98,22.74,58.260000000000005,5.0,74.104,1
Ханты-Мансийский автономный округ,3.8303139835873976,12.781354113409815,7.432870191488696,30.09981097420566,15019.672,8.95,16.225,63.086520866761454,101.2,69.88034122697422,102.55,46.725,5.050000000000001,48.2,13.9,3.5666666666666664,2399827.125,5017.543273607749,63.96535533824292,6.419999999999999,32.34,105.94,1673917.4,84.28468290180126,81.96520986459997,23.1,15.839999999999998,61.08,3.9,84.602,0
Челябинская область,5.067306363118013,10.301639997260509,12.40131063204968,63.53193340178707,9047.94,12.85,24.325,30.494974744322423,99.475,34.46048441617078,102.925,42.225,3.25,54.55,16.0,3.266666666666667,438610.075,974.0019484538972,40.34581764379544,19.72,63.94000000000001,91.32,3478170.8,57.7430597548238,61.77509943762131,19.42,25.58,54.98,7.080000000000001,71.48400000000001,1
Чеченская Республика,6.912822195717159,20.38006197594499,0.7732401378678011,107.92039803990188,3659.362,20.575000000000003,30.375,28.746411075352956,100.1,25.54997885845196,103.45,46.02499999999999,6.65,47.325,19.2,3.533333333333333,160454.075,50.78508882026988,30.08106390914081,1.44,3.5200000000000005,63.98,1456493.4,54.55980063401316,71.82845207052101,33.739999999999995,10.4,55.85999999999999,44.16,71.834,2
Чувашская Республика,3.1281970236259378,10.06298784824914,8.066388321005386,64.55269050814422,9053.967,17.6,22.975,23.666655502814812,101.15,27.013642867892795,105.4,32.9,5.699999999999999,61.425,14.2,5.233333333333333,265985.325,390.8725898178877,33.59884544001383,1.08,71.5,74.1,1212341.0,54.14758213768713,54.577403747655765,19.18,25.06,55.760000000000005,5.0600000000000005,60.024,1
Чукотский автономный округ,13.036051031922142,11.88300449569226,14.327327215856132,33.13454072834313,12784.077,8.45,6.475,98.87833735739447,103.65,100.0,105.05,24.475,0.675,24.85,14.1,4.633333333333334,1864428.775,3878.728954213213,50.60148074185491,0.8,263.23999999999995,108.38,48171.6,100.0,100.0,22.72,14.7,62.58,7.720000000000001,75.43199999999999,0
Ямало-Ненецкий автономный округ,5.22379764060594,13.962282418985476,8.869381230890301,26.543859084213835,11153.14,5.55,13.4,100.0,103.7,95.40452023019205,105.025,47.7,1.05,51.225,15.5,2.6333333333333333,5251379.3,10898.353855170728,64.50872971375306,14.24,74.96000000000001,120.78,510645.6,84.72050281274622,77.58110485168308,23.98,11.84,64.17999999999999,3.4799999999999995,86.838,0
Ярославская область,4.046711659506714,9.303471689085471,7.560604967475962,83.78675376556073,9626.559,10.275,22.9,34.230501064118066,97.975,32.9736483145289,103.125,36.325,5.275,58.425,15.8,1.5,465438.45,709.8749483879488,49.912852735126854,8.68,55.82000000000001,89.64000000000001,1242378.0,58.680519670899535,58.28068988676053,17.28,28.34,54.38,6.04,70.138,1
